,cluster,churn_proba,segment,strategy
64138,1,0.1487276,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
68377,2,0.32345837,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
53926,1,0.3400224,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
65590,2,0.60230416,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
66286,1,0.23395377,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
53990,0,0.6220801,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
61088,1,0.44505385,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
52444,1,0.47011605,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
56612,0,0.5231618,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
68698,2,0.36220694,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
60507,2,0.35691646,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
30958,2,0.65034986,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
67828,1,0.25157553,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
68571,1,0.48670524,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
66693,2,0.63022923,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
55778,1,0.2972496,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
66284,1,0.5291598,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
69569,1,0.15908885,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
65663,1,0.5559657,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
70043,2,0.26674068,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
61598,1,0.23568113,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
51187,0,0.8704603,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
55301,1,0.16023408,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
69254,1,0.32803982,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
61677,1,0.31112292,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
58304,1,0.25970662,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64270,0,0.6858152,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
65815,2,0.29757044,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
62902,1,0.3030743,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67817,2,0.10146076,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
60680,1,0.32460144,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
63608,1,0.28239712,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
52577,1,0.3804781,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
66512,2,0.4775549,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
66076,1,0.4329641,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
57144,1,0.33882234,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64331,2,0.2945081,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
55418,2,0.6911288,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
62120,2,0.4547162,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
68664,1,0.17687295,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67383,1,0.27984387,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64070,2,0.20103362,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
56236,1,0.32247812,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
62010,1,0.28289214,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
57889,0,0.58068603,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
57902,2,0.7431657,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
60418,1,0.55078536,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67567,1,0.3698645,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64049,2,0.60031915,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
55962,0,0.5871836,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
68330,1,0.30832836,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
63741,1,0.3718371,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
59586,1,0.11567989,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
55707,2,0.4741601,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
60426,1,0.43640286,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
61093,1,0.37259486,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
65434,1,0.4622181,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
66635,1,0.2918971,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
51257,1,0.13356511,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
62664,2,0.4348696,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
58758,2,0.3369655,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
69555,2,0.04304318,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
52058,2,0.408117,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
59997,1,0.43173343,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
70175,2,0.3434735,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
52178,1,0.39882457,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64509,2,0.16521254,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
52347,2,0.37350544,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
59354,2,0.3444857,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
51261,1,0.4274832,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
51136,1,0.15989108,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
61607,1,0.50700223,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
55550,2,0.33163342,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
64841,1,0.37663543,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
68730,2,0.41999218,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
58572,1,0.20550735,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
57597,1,0.261038,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
70766,2,0.27092996,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
68410,1,0.3334664,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67928,2,0.6541801,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
59694,1,0.421131,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
53192,2,0.5063543,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
58569,1,0.3434975,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
53961,1,0.27025154,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67878,1,0.5240734,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
53993,2,0.3136101,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
53828,1,0.20413232,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
30612,0,0.76906,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
59266,1,0.4777882,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
63841,2,0.52509046,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
69605,1,0.58062124,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
69024,1,0.20105131,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
68729,1,0.406811,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
55474,2,0.3994941,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
52309,0,0.19716278,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
53892,2,0.23568535,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
51863,1,0.24421018,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
55741,1,0.24820176,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
65078,1,0.5264548,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
62313,1,0.27087504,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
57443,1,0.34730542,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
52549,2,0.36844614,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
59050,1,0.39348155,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
66953,1,0.2897381,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
53931,1,0.5875814,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
58885,2,0.33072913,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
63824,1,0.4560228,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
62652,1,0.38825727,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
58359,1,0.26032975,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
68597,1,0.24562055,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64787,2,0.28591213,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
60269,2,0.27649593,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
54806,2,0.2543375,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
56108,1,0.34854597,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64550,1,0.33692172,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
57409,2,0.27684313,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
61776,2,0.38822827,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
68037,2,0.5650868,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
52418,2,0.7395148,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
52871,0,0.420415,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
59750,2,0.22010168,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
69010,2,0.07368545,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
57474,1,0.42099422,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
66940,1,0.26944143,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
57204,2,0.29245344,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
69854,1,0.46292987,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
52691,2,0.25428268,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
54076,1,0.26790366,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
54651,2,0.3216004,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
61948,1,0.45668504,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
69389,2,0.27707306,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
54903,2,0.2759118,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
70713,2,0.7207928,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
70632,2,0.06815265,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
71025,1,0.41851038,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
54096,1,0.43130913,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
68873,1,0.2240861,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
70054,2,0.17409258,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
64492,2,0.2918493,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
66679,0,0.57644033,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
68121,1,0.5071432,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
61881,1,0.26520497,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
60216,1,0.33248067,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
68556,1,0.17452495,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64860,1,0.61786926,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
69052,2,0.49545255,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
60758,2,0.30859122,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
69300,1,0.27961668,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
58618,1,0.43037558,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
63672,1,0.34955662,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
54343,2,0.33238325,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
54732,0,0.5577379,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
51987,2,0.5335782,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
68371,1,0.39074248,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
56148,0,0.41768435,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
53106,2,0.42935967,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
68469,1,0.6111751,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
63342,2,0.20675036,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
67915,2,0.6553497,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
63695,1,0.35248938,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
56150,1,0.29508302,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
52823,1,0.60977775,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
68644,1,0.18218663,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
56065,0,0.45436287,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
65035,1,0.5058244,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
59179,2,0.20274727,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
58893,1,0.40635103,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
53237,0,0.46075258,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
67444,1,0.27099085,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
56080,0,0.4748793,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
65901,2,0.767717,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
53422,2,0.3635689,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
58033,1,0.410795,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
52242,2,0.18910667,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
62061,1,0.37335688,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
70661,1,0.28423667,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
58766,2,0.83635217,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
62912,2,0.4125567,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
54087,1,0.2882304,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
60835,1,0.24425244,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
60019,1,0.2099697,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
56838,1,0.5126657,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67749,1,0.41608277,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
69994,1,0.15037967,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
63494,2,0.21548241,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
65800,1,0.44474682,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
68073,1,0.123028666,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
65970,1,0.12160324,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
60330,2,0.35302928,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
70565,1,0.10594765,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
56312,1,0.32080495,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
66624,1,0.2738104,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
57447,2,0.42838305,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
58773,0,0.5552696,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
70673,1,0.096186996,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67203,1,0.54276407,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
56715,1,0.11104846,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
54652,0,0.63796073,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
56621,1,0.32173344,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64391,2,0.43423772,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
56387,2,0.3882628,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
59597,2,0.42992285,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
30674,1,0.49462485,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64016,2,0.28473377,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
63405,1,0.34188914,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
30766,2,0.19724333,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
62945,1,0.4774665,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
55562,1,0.40745386,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
53971,1,0.15295671,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
58197,1,0.25925294,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
58650,2,0.1882831,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
61460,2,0.14860961,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
57529,1,0.35980147,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
61371,1,0.39281258,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
65567,2,0.4459597,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
61038,1,0.512868,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
63515,1,0.52496076,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
52948,2,0.4245131,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
65874,2,0.2723566,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
70793,1,0.16782902,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
57425,1,0.17445213,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
59334,1,0.42709354,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
65179,2,0.4238982,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
62528,2,0.3838682,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
69040,1,0.41093972,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
52002,1,0.17042184,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
57940,1,0.50054145,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
53336,1,0.46842095,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
61418,1,0.1591768,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
59870,0,0.31839707,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
52270,2,0.20850445,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
58956,1,0.560995,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
60175,0,0.693476,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
63907,1,0.40497068,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
61046,2,0.2785262,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
51548,1,0.15621981,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
65940,2,0.6774959,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
58683,2,0.44883126,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
64504,2,0.53677344,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
54147,2,0.34712312,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
59462,1,0.45181185,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
58466,2,0.40323114,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
30475,1,0.21829866,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
59788,1,0.2100757,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
51511,1,0.5218933,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
53041,1,0.14159842,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
30904,1,0.32560027,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
30590,2,0.36936182,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
54734,2,0.71074027,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
70737,2,0.052248526,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
51371,2,0.35536456,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
67434,1,0.4902888,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
54304,1,0.14694822,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
59279,1,0.42005393,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
63433,2,0.70086086,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
61243,2,0.40308952,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
58897,2,0.3455298,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
65016,2,0.5549639,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
64304,1,0.39769796,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
55936,1,0.32543027,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
55384,2,0.51229644,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
66892,2,0.3975624,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
65957,2,0.4239767,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
61596,1,0.3469557,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67921,1,0.30590284,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64349,1,0.39133263,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
61223,2,0.42772737,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
69947,1,0.5117978,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
56359,1,0.33675838,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
66588,1,0.38860646,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
